name;datetime;tempmax;tempmin;temp;humidity;precip;windspeed;sealevelpressure;solarradiation;solarenergy;description;stations;source
Dong Thap VietNam;2018-09-01;32;25;28.5;84.4;3.5;20.5;1010.5;237.3;20.5;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-10-25;33;24;27.9;81.7;2.9;18.8;1012.3;177.8;15.4;Partly cloudy throughout the day with a chance of rain throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-26;33;25.9;28.1;80.7;0.5;18.4;1012.5;232.9;20.1;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-27;33;23;28.6;77.2;11;18.4;1011.9;230.7;20;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-28;33;26;28.7;76.7;0.3;9.4;1011.2;233.2;20.2;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-29;33;26;28.8;79.8;0.1;11.6;1009.9;230.3;20;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-30;33;25;27.9;78.2;0.1;12.2;1009.7;252.5;21.9;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-10-31;31;23;26.8;71.4;0;13;1010.6;269.1;23.3;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-11-01;32;24;27.9;72.8;0;11.2;1010.1;263.8;22.9;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-02;32;25;28;75.7;0.2;9.4;1011;232.9;19.9;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-11-03;31;26;27.5;83.6;11.2;8;1011.8;236.5;20.4;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-04;32;24;28;79.5;0.1;11.2;1011;198.5;17.1;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-05;32;26;28.7;81.4;0.1;10;1009.9;220.1;19;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-06;33;25;28.5;82;5.4;7.6;1009.5;229.2;19.6;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-07;29.1;25;26.7;85.8;24;16.6;1009.7;112.1;9.6;Partly cloudy throughout the day with rain clearing later.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-08;32;26;28.3;80.2;7.4;27.7;1009.6;171.1;14.9;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-09;32;25;28.4;76.9;0.2;24.1;1009.2;217.8;18.7;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-11-10;33;25;28.3;75.7;0.2;22.3;1010.3;227.7;19.6;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-11;33;25;28.4;75.4;0.4;24.1;1010.6;214.5;18.5;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-12;31.1;25;27.2;85.3;0.7;18.4;1009.9;193.7;16.8;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-13;31;24.3;26.9;86.6;1.1;16.6;1008.8;203.5;17.5;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-14;31;24;27.4;83.3;0.2;15.4;1009.2;181.1;15.6;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-15;31;24;27;83.5;0.2;14.3;1010.6;216.4;18.6;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-16;32;25;27.2;84.2;0.1;20.5;1011.4;198.3;17;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-17;31.5;25;27.2;83.9;4.1;12.9;1010.6;202.1;17.5;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-18;31.5;24.5;27.2;83.7;0.1;8.5;1010.9;127;11.1;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-19;27.5;23.5;25.8;90.1;0.1;18.5;1011.1;92.6;8;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-20;31.2;24.2;27.3;82.1;1;21.4;1011.4;201.3;17.4;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-21;32.4;24;27.8;79.4;0;17.5;1010.9;213.3;18.2;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-22;32;24;27.8;79.3;0;10.8;1011.1;237.7;20.5;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-23;31;25;27.5;79.5;0;14.7;1011.4;218;18.8;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-24;30.1;26;27.5;75.1;0.6;14.9;1010.9;96.3;8.4;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-25;28.3;25;26.4;84.4;0.1;11.2;1009.3;43.2;3.8;Cloudy skies throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-26;26.3;24;25;86.7;0.1;14.8;1010;27.1;2.5;Cloudy skies throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-27;31.1;23;26.3;83.8;1;14.8;1012.3;127.7;11.1;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-28;31;24;27;83.8;1.5;13;1012.6;191.9;16.6;Partly cloudy throughout the day with a chance of rain throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-29;32;25;27.8;76.7;0.7;24.1;1013;212.6;18.3;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-11-30;33;25;28.3;74.9;0.1;20.5;1012.5;224.6;19.2;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-01;33;25;28.5;76.9;0.2;18.4;1011.2;217.7;18.7;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-02;32.1;25;28.1;75.4;0.2;22.3;1010.3;224.7;19.2;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-12-03;31;25;27.7;79.8;0.2;24.1;1010.4;190.8;16.4;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-04;33;26;28.6;74.9;0.2;20.5;1010.6;209.9;18.2;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-05;32;25;27.7;75;0.1;18.4;1009.7;221.7;19.3;Clearing in the afternoon with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-06;33.1;24;28.4;75.9;0.7;20.5;1008.9;216.6;18.8;Partly cloudy throughout the day with rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-12-07;31.1;26;28;79.4;0.1;31.7;1009.6;203.1;17.7;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-08;32;25;28.2;74.4;0.4;25.9;1010.5;189.2;16.2;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-09;33;25.9;28.6;76.1;10;18.4;1010.7;187.6;16.2;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-10;32;25;27.9;79.2;0;24.1;1010.2;221.9;19.3;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-11;31.3;25;27.6;80.6;19;22.3;1010.9;207.7;18.1;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-12-12;32.1;24;27.6;78.8;0.5;14.8;1011.8;221.9;19.1;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-13;31;26;27.8;79.2;0.1;14.8;1012.5;185.4;16.1;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-14;31;24;27.6;75.1;0;13;1012.5;213.9;18.6;Becoming cloudy in the afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-15;31;25;27.4;80;5.6;16.6;1012.3;202.4;17.3;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-16;31;24.8;27.2;81.4;0.5;22.3;1012.8;195.9;16.9;Partly cloudy throughout the day with rain in the morning and afternoon.;VVCT;48912599999;remote;obs
Dong Thap VietNam;2018-12-17;30;25;27.2;81.8;0.1;10.2;1013.2;201.7;17.5;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-18;30;25;27.3;81.6;0.1;14.7;1012.8;199.5;17.5;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-19;31;24.5;27.1;82.4;0.5;10.7;1013.4;189.6;16.5;Partly cloudy throughout the day with rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-20;32.7;25;27.9;79.9;0.6;12.7;1012.7;204.4;17.8;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-21;32;24;27.6;81.1;0.1;9.4;1011.1;210.6;18.1;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-22;31;25;27.5;82.1;1.2;7.6;1011;180.6;15.6;Partly cloudy throughout the day with a chance of rain throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-23;31;24.9;26.8;86.2;3;13.8;1010.2;164.6;14.1;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-24;30.1;24;26.2;86.3;40;11.2;1009.8;175.2;15.1;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-25;31;24;27.1;85.2;0.8;7.6;1009.6;173.1;14.9;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-26;27.8;24;25.6;91.8;3;9.4;1009.3;101.7;8.8;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-27;31;23;25.9;90.6;59;10.7;1009;165.7;14.3;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-28;30;23;25.5;89.7;20;11.2;1009.7;107;9.1;Partly cloudy throughout the day with rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-29;32;24;26.2;87.4;21;11.2;1011.2;146.4;12.5;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-30;30;24;26.5;86.8;2;9.4;1012.8;110.6;9.5;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2018-12-31;30;24;26.5;73;0;18.4;1013.2;182;15.5;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-01;27.1;23.9;25.3;70.3;0;19.7;1013.1;104.9;9;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-02;25;23;23.5;84.3;0.1;14.8;1012.2;35.1;3;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-03;27;24;25.1;83.7;0.1;20.2;1011.9;92.4;7.8;Partly cloudy throughout the day with late afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-04;30;24.9;26.9;82.4;8;27.7;1012.6;184.5;15.9;Partly cloudy throughout the day with a chance of rain throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-05;31.8;24;27.2;79.7;0.1;31.7;1012.7;218.5;18.8;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-06;33;24;27.6;76.9;0.3;29.5;1012.8;226.8;19.4;Partly cloudy throughout the day with rain in the morning and afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-07;32;23;27.2;72.2;0;25.9;1012.2;242.2;20.8;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-08;30;22;25.9;81.7;0.2;22.3;1012.5;198.8;17.1;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-09;33;22;27.2;75.2;0;25.9;1012.6;234;20.2;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-10;32;24;27.4;73.6;0;25.9;1012.2;208.4;18.1;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-11;32;23.9;27.2;75.1;0.1;25.9;1011.9;206.9;18;Becoming cloudy in the afternoon with late afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-12;30;25;27.6;73.4;0;20.5;1011.7;144.1;12.5;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-13;32;25;28.2;66.1;0.3;18.4;1011.3;227;19.7;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-14;32;23;27;71.5;0.1;13.1;1010.3;222.4;19.2;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-15;32;23;26.6;81.2;0.5;16.6;1010.6;203.5;17.6;Partly cloudy throughout the day with rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-16;31;25;27.4;74.5;15.8;22.3;1010.7;188.9;16.2;Partly cloudy throughout the day with rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-17;32;24;27.4;70.9;0.7;27.6;1010.7;207;17.8;Partly cloudy throughout the day with rain clearing later.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-18;32;23;27.3;72;1;16.9;1011;223.3;19.4;Partly cloudy throughout the day with morning rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-19;32;22;26.8;72.6;0;16.6;1011.1;243.1;21;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-20;31.8;24;27.5;72.7;0;14.8;1011.2;223.4;19.3;Becoming cloudy in the afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-21;31;23;27.2;77.9;0.2;13;1011.7;208.6;18;Partly cloudy throughout the day with afternoon rain.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-22;31;24;27.2;77.1;1.9;13;1012.7;196.1;16.9;Partly cloudy throughout the day with rain clearing later.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-23;29;23;25.6;77.1;0.1;11.2;1013;215.5;18.4;Partly cloudy throughout the day with early morning rain.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-24;30;21;24.9;77.9;0;11.2;1013.2;240.8;20.8;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-25;31;20;25.3;74.6;0;11.2;1014;252.9;21.8;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-26;31;21;25.5;80;0;9.1;1013.7;236.8;20.5;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-01-27;31;22;25.7;78.5;0;11.2;1013.5;223.8;19.4;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-28;31;22;26.2;78;0;14.3;1013;233.6;20.2;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-29;31;24;27;73.4;0;18.4;1012.7;227.5;19.6;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-30;33;24;27.5;65.3;0;20.5;1012.7;245.8;21.1;Clearing in the afternoon.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-01-31;31;24;27;68.1;0;20.5;1013.2;222.2;19.3;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
Dong Thap VietNam;2019-02-01;31.3;23;26.5;72.7;0;18.4;1012.9;233.4;20.3;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;remote;obs
Dong Thap VietNam;2019-02-02;32;25;27.2;71.4;0;20.5;1012.2;227.5;19.8;Partly cloudy throughout the day.;48907099999;VVCT;48912599999;obs
