id,seed,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
49,8.519042093813369E18,1.2,0.5,1.35,14.5,0.019,1.55,0.88,1.45,1.0373245611605055,1.0373245611605055
50,8.519042093813369E18,1.5,0.25,2.35,14.5,0.012,1.75,0.81,1.05,0.9591710866409034,0.9591710866409034
51,8.519042093813369E18,1.2,0.5,1.35,14.5,0.019,1.05,0.99,1.4,0.7692122872073797,0.7692122872073797
52,8.519042093813369E18,1.2,0.5,0.85,15.0,0.019,1.55,0.88,1.45,0.9444058338843023,0.9444058338843023
53,8.519042093813369E18,1.5,0.25,2.35,13.5,0.035,1.55,0.78,1.05,0.9941360564959262,0.9941360564959262
54,8.519042093813369E18,1.2,0.5,0.85,15.0,0.019,1.3,0.78,1.5,1.1333759804009258,1.1333759804009258
55,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,0.99,1.4,0.2016164982556879,0.2016164982556879
56,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,1.0,1.35,0.20905544300144216,0.20905544300144216
57,8.519042093813369E18,1.2,0.5,1.35,14.5,0.035,1.05,0.99,1.4,0.7692122872073797,0.7692122872073797
58,8.519042093813369E18,1.2,0.5,1.35,14.5,0.035,1.55,0.78,1.05,1.1992503190376032,1.1992503190376032
59,8.519042093813369E18,1.2,0.5,1.35,14.5,0.019,1.55,0.99,1.4,0.815014885361233,0.815014885361233
60,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.05,1.0,1.35,0.2031850176622269,0.2031850176622269
61,8.519042093813369E18,1.2,0.5,0.8,11.5,0.008,1.05,0.78,1.5,1.0484247377368545,1.0484247377368545
62,8.519042093813369E18,1.2,0.25,0.8,15.0,0.019,1.3,1.0,1.35,0.2032899677655557,0.2032899677655557
63,8.519042093813369E18,1.2,0.5,0.85,11.5,0.008,1.05,0.78,1.5,1.0584781432681634,1.0584781432681634
64,8.519042093813369E18,1.2,0.25,0.85,15.0,0.019,1.05,0.99,1.4,0.20473836840698992,0.20473836840698992
65,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,1.0,1.4,0.2075115691769119,0.2075115691769119
66,8.519042093813369E18,1.2,0.25,0.8,15.0,0.019,1.05,1.0,1.35,0.20297711212433106,0.20297711212433106
67,8.519042093813369E18,1.2,0.25,0.85,15.0,0.019,1.65,0.99,1.4,0.22383384188311548,0.22383384188311548
68,8.519042093813369E18,1.2,1.0,0.8,11.5,0.008,1.05,1.0,1.4,1.706052633744205,1.706052633744205
69,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,1.0,1.05,0.2206718204212601,0.2206718204212601
70,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,0.99,1.05,0.211161896981375,0.211161896981375
71,8.519042093813369E18,1.2,0.25,0.85,15.0,0.019,1.05,0.99,1.05,0.20507429438035074,0.20507429438035074
72,8.519042093813369E18,1.2,0.25,0.85,15.0,0.019,1.05,1.0,1.35,0.20415167659038091,0.20415167659038091
73,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.3,1.0,1.4,0.2021618086694494,0.2021618086694494
74,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.05,0.99,1.05,0.2052539368862847,0.2052539368862847
75,8.519042093813369E18,1.2,0.25,0.85,15.0,0.008,1.05,1.0,1.35,0.20415167659038091,0.20415167659038091
76,8.519042093813369E18,1.2,0.25,0.8,14.5,0.019,1.05,0.99,1.05,0.2052539368862847,0.2052539368862847
77,8.519042093813369E18,1.2,0.25,0.85,11.5,0.008,1.05,1.0,1.35,0.20786759440433675,0.20786759440433675
78,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.05,0.99,1.4,0.20130200912388008,0.20130200912388008
79,8.519042093813369E18,1.2,0.25,0.85,15.0,0.019,1.3,1.0,1.35,0.20583446643309916,0.20583446643309916
80,8.519042093813369E18,1.2,0.25,0.8,15.0,0.019,1.05,0.99,1.4,0.20209338017438347,0.20209338017438347
81,8.519042093813369E18,1.2,0.25,0.8,15.0,0.008,1.05,0.99,1.4,0.20209338017438347,0.20209338017438347
82,8.519042093813369E18,1.2,0.25,0.8,11.5,0.019,1.05,1.0,1.35,0.20905544300144216,0.20905544300144216
83,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.3,1.0,1.35,0.20258138283236293,0.20258138283236293
84,8.519042093813369E18,1.2,0.25,0.8,9.5,0.008,1.3,1.0,1.35,0.20778467690684152,0.20778467690684152
85,8.519042093813369E18,1.2,0.65,0.8,11.5,0.008,1.3,1.0,1.35,0.9578525563504552,0.9578525563504552
86,8.519042093813369E18,1.2,0.25,0.8,15.0,0.018,1.05,0.99,1.4,0.20209338017438347,0.20209338017438347
87,8.519042093813369E18,1.2,0.65,0.8,15.0,0.019,1.05,1.0,1.35,0.9751627575206574,0.9751627575206574
88,8.519042093813369E18,1.2,0.25,1.9,15.0,0.019,1.05,0.99,1.4,0.33862354959780794,0.33862354959780794
89,8.519042093813369E18,1.2,0.25,0.8,14.5,0.019,1.05,0.99,1.4,0.20130200912388008,0.20130200912388008
90,8.519042093813369E18,1.2,0.25,0.8,14.5,0.018,1.05,0.99,1.4,0.20130200912388008,0.20130200912388008
91,8.519042093813369E18,1.2,0.25,1.95,11.5,0.008,1.05,0.99,1.4,0.3117886707501374,0.3117886707501374
92,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.3,0.93,1.35,0.25942735159909125,0.25942735159909125
93,8.519042093813369E18,1.2,0.25,1.95,15.0,0.019,1.05,0.99,1.4,0.3471573626946028,0.3471573626946028
94,8.519042093813369E18,1.2,0.25,0.8,15.0,0.008,1.3,1.0,1.4,0.20372566432127195,0.20372566432127195
95,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.3,1.0,1.4,0.2027849489391606,0.2027849489391606
96,8.519042093813369E18,1.2,0.25,0.8,14.5,0.019,1.25,0.99,1.4,0.20375730844300033,0.20375730844300033
97,8.519042093813369E18,1.2,0.25,0.8,14.5,0.019,1.05,0.75,1.4,0.5958051684148374,0.5958051684148374
98,8.519042093813369E18,1.2,0.25,2.25,15.0,0.008,1.3,1.0,1.4,0.40466263556317617,0.40466263556317617
99,8.519042093813369E18,1.2,0.25,0.8,11.5,0.018,1.05,0.99,1.4,0.2016164982556879,0.2016164982556879
100,8.519042093813369E18,1.2,0.25,0.8,15.0,0.018,1.05,1.0,1.35,0.20297711212433106,0.20297711212433106
101,8.519042093813369E18,1.2,0.25,0.8,14.5,0.008,1.3,0.99,1.4,0.20473912546825437,0.20473912546825437
102,8.519042093813369E18,1.2,0.1,0.8,15.0,0.008,1.05,0.99,1.4,0.2975081912361797,0.2975081912361797
103,8.519042093813369E18,2.6,0.25,0.8,14.5,0.008,1.05,0.99,1.4,0.7685891065168368,0.7685891065168368
104,8.519042093813369E18,1.2,0.25,0.8,11.5,0.019,1.05,0.99,1.4,0.2016164982556879,0.2016164982556879
105,8.519042093813369E18,1.2,0.25,0.8,15.0,0.019,1.05,1.0,1.4,0.20249603394480234,0.20249603394480234
106,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.3,0.99,1.4,0.19934421735078645,0.19934421735078645
107,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.3,0.99,1.1,0.20307748192042596,0.20307748192042596
108,8.519042093813369E18,1.2,0.25,0.8,13.5,0.008,1.05,0.99,1.4,0.2004389191495119,0.2004389191495119
109,8.519042093813369E18,1.2,0.25,0.8,13.5,0.019,1.05,0.99,1.4,0.2004389191495119,0.2004389191495119
110,8.519042093813369E18,1.2,0.25,0.8,14.5,0.019,1.3,0.99,1.4,0.20473912546825437,0.20473912546825437
111,8.519042093813369E18,1.2,0.4,0.8,14.5,0.019,1.05,0.99,1.4,0.45848080361034,0.45848080361034
112,8.519042093813369E18,3.7,0.25,0.8,13.5,0.008,1.05,0.99,1.4,1.343442906888789,1.343442906888789
113,8.519042093813369E18,1.2,0.65,0.8,11.5,0.019,1.05,0.99,1.4,0.9573940527704033,0.9573940527704033
114,8.519042093813369E18,1.2,0.25,0.8,13.5,0.018,1.05,0.99,1.4,0.2004389191495119,0.2004389191495119
115,8.519042093813369E18,1.2,0.65,0.8,13.5,0.008,1.05,0.99,1.4,0.9809289081864742,0.9809289081864742
116,8.519042093813369E18,1.2,0.65,0.8,11.5,0.008,1.05,0.99,1.4,0.9573940527704033,0.9573940527704033
117,8.519042093813369E18,1.2,0.25,0.8,14.5,0.032,1.05,0.99,1.4,0.20130200912388008,0.20130200912388008
118,8.519042093813369E18,1.2,0.25,2.1,13.5,0.019,1.05,0.99,1.4,0.35709101456537096,0.35709101456537096
119,8.519042093813369E18,1.2,0.25,0.8,11.5,0.032,1.05,0.99,1.4,0.2016164982556879,0.2016164982556879
120,8.519042093813369E18,1.2,0.25,0.8,13.5,0.032,1.05,0.99,1.4,0.2004389191495119,0.2004389191495119
121,8.519042093813369E18,1.2,0.35,0.8,14.5,0.019,1.05,0.99,1.4,0.3591846870359779,0.3591846870359779
122,8.519042093813369E18,1.2,0.25,1.7,13.5,0.018,1.05,0.99,1.4,0.29156352817879794,0.29156352817879794
